attacking_type,defending_type,multiplier,generation,source,source_url,rule_set
Grass,Fighting,1.0,1,Bulbapedia Generation I type chart,https://bulbapedia.bulbagarden.net/wiki/Type_chart/GenI,Generation I
Grass,Poison,0.5,1,Bulbapedia Generation I type chart,https://bulbapedia.bulbagarden.net/wiki/Type_chart/GenI,Generation I
Grass,Ground,2.0,1,Bulbapedia Generation I type chart,https://bulbapedia.bulbagarden.net/wiki/Type_chart/GenI,Generation I
Grass,Flying,0.5,1,Bulbapedia Generation I type chart,https://bulbapedia.bulbagarden.net/wiki/Type_chart/GenI,Generation I
Grass,Psychic,1.0,1,Bulbapedia Generation I type chart,https://bulbapedia.bulbagarden.net/wiki/Type_chart/GenI,Generation I
Grass,Bug,0.5,1,Bulbapedia Generation I type chart,https://bulbapedia.bulbagarden.net/wiki/Type_chart/GenI,Generation I
Grass,Rock,2.0,1,Bulbapedia Generation I type chart,https://bulbapedia.bulbagarden.net/wiki/Type_chart/GenI,Generation I
Grass,Ghost,1.0,1,Bulbapedia Generation I type chart,https://bulbapedia.bulbagarden.net/wiki/Type_chart/GenI,Generation I
Grass,Dragon,0.5,1,Bulbapedia Generation I type chart,https://bulbapedia.bulbagarden.net/wiki/Type_chart/GenI,Generation I
Ice,Normal,1.0,1,Bulbapedia Generation I type chart,https://bulbapedia.bulbagarden.net/wiki/Type_chart/GenI,Generation I
Ice,Fire,1.0,1,Bulbapedia Generation I type chart,https://bulbapedia.bulbagarden.net/wiki/Type_chart/GenI,Generation I
Ice,Water,0.5,1,Bulbapedia Generation I type chart,https://bulbapedia.bulbagarden.net/wiki/Type_chart/GenI,Generation I
Ice,Electric,1.0,1,Bulbapedia Generation I type chart,https://bulbapedia.bulbagarden.net/wiki/Type_chart/GenI,Generation I
Ice,Grass,2.0,1,Bulbapedia Generation I type chart,https://bulbapedia.bulbagarden.net/wiki/Type_chart/GenI,Generation I
Ice,Ice,0.5,1,Bulbapedia Generation I type chart,https://bulbapedia.bulbagarden.net/wiki/Type_chart/GenI,Generation I
Ice,Fighting,1.0,1,Bulbapedia Generation I type chart,https://bulbapedia.bulbagarden.net/wiki/Type_chart/GenI,Generation I
Ice,Poison,1.0,1,Bulbapedia Generation I type chart,https://bulbapedia.bulbagarden.net/wiki/Type_chart/GenI,Generation I
Ice,Ground,2.0,1,Bulbapedia Generation I type chart,https://bulbapedia.bulbagarden.net/wiki/Type_chart/GenI,Generation I
Ice,Flying,2.0,1,Bulbapedia Generation I type chart,https://bulbapedia.bulbagarden.net/wiki/Type_chart/GenI,Generation I
Ice,Psychic,1.0,1,Bulbapedia Generation I type chart,https://bulbapedia.bulbagarden.net/wiki/Type_chart/GenI,Generation I
Ice,Bug,1.0,1,Bulbapedia Generation I type chart,https://bulbapedia.bulbagarden.net/wiki/Type_chart/GenI,Generation I
Ice,Rock,1.0,1,Bulbapedia Generation I type chart,https://bulbapedia.bulbagarden.net/wiki/Type_chart/GenI,Generation I
Ice,Ghost,1.0,1,Bulbapedia Generation I type chart,https://bulbapedia.bulbagarden.net/wiki/Type_chart/GenI,Generation I
Ice,Dragon,2.0,1,Bulbapedia Generation I type chart,https://bulbapedia.bulbagarden.net/wiki/Type_chart/GenI,Generation I
Fighting,Normal,2.0,1,Bulbapedia Generation I type chart,https://bulbapedia.bulbagarden.net/wiki/Type_chart/GenI,Generation I
Fighting,Fire,1.0,1,Bulbapedia Generation I type chart,https://bulbapedia.bulbagarden.net/wiki/Type_chart/GenI,Generation I
Fighting,Water,1.0,1,Bulbapedia Generation I type chart,https://bulbapedia.bulbagarden.net/wiki/Type_chart/GenI,Generation I
Fighting,Electric,1.0,1,Bulbapedia Generation I type chart,https://bulbapedia.bulbagarden.net/wiki/Type_chart/GenI,Generation I
Fighting,Grass,1.0,1,Bulbapedia Generation I type chart,https://bulbapedia.bulbagarden.net/wiki/Type_chart/GenI,Generation I
Fighting,Ice,2.0,1,Bulbapedia Generation I type chart,https://bulbapedia.bulbagarden.net/wiki/Type_chart/GenI,Generation I
Fighting,Fighting,1.0,1,Bulbapedia Generation I type chart,https://bulbapedia.bulbagarden.net/wiki/Type_chart/GenI,Generation I
Fighting,Poison,0.5,1,Bulbapedia Generation I type chart,https://bulbapedia.bulbagarden.net/wiki/Type_chart/GenI,Generation I
Fighting,Ground,1.0,1,Bulbapedia Generation I type chart,https://bulbapedia.bulbagarden.net/wiki/Type_chart/GenI,Generation I
Fighting,Flying,0.5,1,Bulbapedia Generation I type chart,https://bulbapedia.bulbagarden.net/wiki/Type_chart/GenI,Generation I
Fighting,Psychic,0.5,1,Bulbapedia Generation I type chart,https://bulbapedia.bulbagarden.net/wiki/Type_chart/GenI,Generation I
Fighting,Bug,0.5,1,Bulbapedia Generation I type chart,https://bulbapedia.bulbagarden.net/wiki/Type_chart/GenI,Generation I
Fighting,Rock,2.0,1,Bulbapedia Generation I type chart,https://bulbapedia.bulbagarden.net/wiki/Type_chart/GenI,Generation I
Fighting,Ghost,0.0,1,Bulbapedia Generation I type chart,https://bulbapedia.bulbagarden.net/wiki/Type_chart/GenI,Generation I
Fighting,Dragon,1.0,1,Bulbapedia Generation I type chart,https://bulbapedia.bulbagarden.net/wiki/Type_chart/GenI,Generation I
Poison,Normal,1.0,1,Bulbapedia Generation I type chart,https://bulbapedia.bulbagarden.net/wiki/Type_chart/GenI,Generation I
Poison,Fire,1.0,1,Bulbapedia Generation I type chart,https://bulbapedia.bulbagarden.net/wiki/Type_chart/GenI,Generation I
Poison,Water,1.0,1,Bulbapedia Generation I type chart,https://bulbapedia.bulbagarden.net/wiki/Type_chart/GenI,Generation I
Poison,Electric,1.0,1,Bulbapedia Generation I type chart,https://bulbapedia.bulbagarden.net/wiki/Type_chart/GenI,Generation I
Poison,Grass,2.0,1,Bulbapedia Generation I type chart,https://bulbapedia.bulbagarden.net/wiki/Type_chart/GenI,Generation I
Poison,Ice,1.0,1,Bulbapedia Generation I type chart,https://bulbapedia.bulbagarden.net/wiki/Type_chart/GenI,Generation I
Poison,Fighting,1.0,1,Bulbapedia Generation I type chart,https://bulbapedia.bulbagarden.net/wiki/Type_chart/GenI,Generation I
Poison,Poison,0.5,1,Bulbapedia Generation I type chart,https://bulbapedia.bulbagarden.net/wiki/Type_chart/GenI,Generation I
Poison,Ground,0.5,1,Bulbapedia Generation I type chart,https://bulbapedia.bulbagarden.net/wiki/Type_chart/GenI,Generation I
Poison,Flying,1.0,1,Bulbapedia Generation I type chart,https://bulbapedia.bulbagarden.net/wiki/Type_chart/GenI,Generation I
Poison,Psychic,1.0,1,Bulbapedia Generation I type chart,https://bulbapedia.bulbagarden.net/wiki/Type_chart/GenI,Generation I
Poison,Bug,2.0,1,Bulbapedia Generation I type chart,https://bulbapedia.bulbagarden.net/wiki/Type_chart/GenI,Generation I
Poison,Rock,0.5,1,Bulbapedia Generation I type chart,https://bulbapedia.bulbagarden.net/wiki/Type_chart/GenI,Generation I
Poison,Ghost,0.5,1,Bulbapedia Generation I type chart,https://bulbapedia.bulbagarden.net/wiki/Type_chart/GenI,Generation I
Poison,Dragon,1.0,1,Bulbapedia Generation I type chart,https://bulbapedia.bulbagarden.net/wiki/Type_chart/GenI,Generation I
Ground,Normal,1.0,1,Bulbapedia Generation I type chart,https://bulbapedia.bulbagarden.net/wiki/Type_chart/GenI,Generation I
Ground,Fire,2.0,1,Bulbapedia Generation I type chart,https://bulbapedia.bulbagarden.net/wiki/Type_chart/GenI,Generation I
Ground,Water,1.0,1,Bulbapedia Generation I type chart,https://bulbapedia.bulbagarden.net/wiki/Type_chart/GenI,Generation I
Ground,Electric,2.0,1,Bulbapedia Generation I type chart,https://bulbapedia.bulbagarden.net/wiki/Type_chart/GenI,Generation I
Ground,Grass,0.5,1,Bulbapedia Generation I type chart,https://bulbapedia.bulbagarden.net/wiki/Type_chart/GenI,Generation I
Ground,Ice,1.0,1,Bulbapedia Generation I type chart,https://bulbapedia.bulbagarden.net/wiki/Type_chart/GenI,Generation I
Ground,Fighting,1.0,1,Bulbapedia Generation I type chart,https://bulbapedia.bulbagarden.net/wiki/Type_chart/GenI,Generation I
Ground,Poison,2.0,1,Bulbapedia Generation I type chart,https://bulbapedia.bulbagarden.net/wiki/Type_chart/GenI,Generation I
Ground,Ground,1.0,1,Bulbapedia Generation I type chart,https://bulbapedia.bulbagarden.net/wiki/Type_chart/GenI,Generation I
Ground,Flying,0.0,1,Bulbapedia Generation I type chart,https://bulbapedia.bulbagarden.net/wiki/Type_chart/GenI,Generation I
Ground,Psychic,1.0,1,Bulbapedia Generation I type chart,https://bulbapedia.bulbagarden.net/wiki/Type_chart/GenI,Generation I
Ground,Bug,0.5,1,Bulbapedia Generation I type chart,https://bulbapedia.bulbagarden.net/wiki/Type_chart/GenI,Generation I
Ground,Rock,2.0,1,Bulbapedia Generation I type chart,https://bulbapedia.bulbagarden.net/wiki/Type_chart/GenI,Generation I
Ground,Ghost,1.0,1,Bulbapedia Generation I type chart,https://bulbapedia.bulbagarden.net/wiki/Type_chart/GenI,Generation I
Ground,Dragon,1.0,1,Bulbapedia Generation I type chart,https://bulbapedia.bulbagarden.net/wiki/Type_chart/GenI,Generation I
Flying,Normal,1.0,1,Bulbapedia Generation I type chart,https://bulbapedia.bulbagarden.net/wiki/Type_chart/GenI,Generation I
Flying,Fire,1.0,1,Bulbapedia Generation I type chart,https://bulbapedia.bulbagarden.net/wiki/Type_chart/GenI,Generation I
Flying,Water,1.0,1,Bulbapedia Generation I type chart,https://bulbapedia.bulbagarden.net/wiki/Type_chart/GenI,Generation I
Flying,Electric,0.5,1,Bulbapedia Generation I type chart,https://bulbapedia.bulbagarden.net/wiki/Type_chart/GenI,Generation I
Flying,Grass,2.0,1,Bulbapedia Generation I type chart,https://bulbapedia.bulbagarden.net/wiki/Type_chart/GenI,Generation I
Flying,Ice,1.0,1,Bulbapedia Generation I type chart,https://bulbapedia.bulbagarden.net/wiki/Type_chart/GenI,Generation I
Flying,Fighting,2.0,1,Bulbapedia Generation I type chart,https://bulbapedia.bulbagarden.net/wiki/Type_chart/GenI,Generation I
Flying,Poison,1.0,1,Bulbapedia Generation I type chart,https://bulbapedia.bulbagarden.net/wiki/Type_chart/GenI,Generation I
Flying,Ground,1.0,1,Bulbapedia Generation I type chart,https://bulbapedia.bulbagarden.net/wiki/Type_chart/GenI,Generation I
Flying,Flying,1.0,1,Bulbapedia Generation I type chart,https://bulbapedia.bulbagarden.net/wiki/Type_chart/GenI,Generation I
Flying,Psychic,1.0,1,Bulbapedia Generation I type chart,https://bulbapedia.bulbagarden.net/wiki/Type_chart/GenI,Generation I
Flying,Bug,2.0,1,Bulbapedia Generation I type chart,https://bulbapedia.bulbagarden.net/wiki/Type_chart/GenI,Generation I
Flying,Rock,0.5,1,Bulbapedia Generation I type chart,https://bulbapedia.bulbagarden.net/wiki/Type_chart/GenI,Generation I
Flying,Ghost,1.0,1,Bulbapedia Generation I type chart,https://bulbapedia.bulbagarden.net/wiki/Type_chart/GenI,Generation I
Flying,Dragon,1.0,1,Bulbapedia Generation I type chart,https://bulbapedia.bulbagarden.net/wiki/Type_chart/GenI,Generation I
Psychic,Normal,1.0,1,Bulbapedia Generation I type chart,https://bulbapedia.bulbagarden.net/wiki/Type_chart/GenI,Generation I
Psychic,Fire,1.0,1,Bulbapedia Generation I type chart,https://bulbapedia.bulbagarden.net/wiki/Type_chart/GenI,Generation I
Psychic,Water,1.0,1,Bulbapedia Generation I type chart,https://bulbapedia.bulbagarden.net/wiki/Type_chart/GenI,Generation I
Psychic,Electric,1.0,1,Bulbapedia Generation I type chart,https://bulbapedia.bulbagarden.net/wiki/Type_chart/GenI,Generation I
Psychic,Grass,1.0,1,Bulbapedia Generation I type chart,https://bulbapedia.bulbagarden.net/wiki/Type_chart/GenI,Generation I
Psychic,Ice,1.0,1,Bulbapedia Generation I type chart,https://bulbapedia.bulbagarden.net/wiki/Type_chart/GenI,Generation I
Psychic,Fighting,2.0,1,Bulbapedia Generation I type chart,https://bulbapedia.bulbagarden.net/wiki/Type_chart/GenI,Generation I
Psychic,Poison,2.0,1,Bulbapedia Generation I type chart,https://bulbapedia.bulbagarden.net/wiki/Type_chart/GenI,Generation I
Psychic,Ground,1.0,1,Bulbapedia Generation I type chart,https://bulbapedia.bulbagarden.net/wiki/Type_chart/GenI,Generation I
Psychic,Flying,1.0,1,Bulbapedia Generation I type chart,https://bulbapedia.bulbagarden.net/wiki/Type_chart/GenI,Generation I
Psychic,Psychic,0.5,1,Bulbapedia Generation I type chart,https://bulbapedia.bulbagarden.net/wiki/Type_chart/GenI,Generation I
Psychic,Bug,1.0,1,Bulbapedia Generation I type chart,https://bulbapedia.bulbagarden.net/wiki/Type_chart/GenI,Generation I
Psychic,Rock,1.0,1,Bulbapedia Generation I type chart,https://bulbapedia.bulbagarden.net/wiki/Type_chart/GenI,Generation I
Psychic,Ghost,0.0,1,Bulbapedia Generation I type chart,https://bulbapedia.bulbagarden.net/wiki/Type_chart/GenI,Generation I
Psychic,Dragon,1.0,1,Bulbapedia Generation I type chart,https://bulbapedia.bulbagarden.net/wiki/Type_chart/GenI,Generation I
Bug,Normal,1.0,1,Bulbapedia Generation I type chart,https://bulbapedia.bulbagarden.net/wiki/Type_chart/GenI,Generation I
Bug,Fire,0.5,1,Bulbapedia Generation I type chart,https://bulbapedia.bulbagarden.net/wiki/Type_chart/GenI,Generation I
Bug,Water,1.0,1,Bulbapedia Generation I type chart,https://bulbapedia.bulbagarden.net/wiki/Type_chart/GenI,Generation I
Bug,Electric,1.0,1,Bulbapedia Generation I type chart,https://bulbapedia.bulbagarden.net/wiki/Type_chart/GenI,Generation I
Bug,Grass,2.0,1,Bulbapedia Generation I type chart,https://bulbapedia.bulbagarden.net/wiki/Type_chart/GenI,Generation I
Bug,Ice,1.0,1,Bulbapedia Generation I type chart,https://bulbapedia.bulbagarden.net/wiki/Type_chart/GenI,Generation I
Bug,Fighting,0.5,1,Bulbapedia Generation I type chart,https://bulbapedia.bulbagarden.net/wiki/Type_chart/GenI,Generation I
Bug,Poison,2.0,1,Bulbapedia Generation I type chart,https://bulbapedia.bulbagarden.net/wiki/Type_chart/GenI,Generation I
Bug,Ground,1.0,1,Bulbapedia Generation I type chart,https://bulbapedia.bulbagarden.net/wiki/Type_chart/GenI,Generation I
Bug,Flying,0.5,1,Bulbapedia Generation I type chart,https://bulbapedia.bulbagarden.net/wiki/Type_chart/GenI,Generation I
Bug,Psychic,2.0,1,Bulbapedia Generation I type chart,https://bulbapedia.bulbagarden.net/wiki/Type_chart/GenI,Generation I
Bug,Bug,1.0,1,Bulbapedia Generation I type chart,https://bulbapedia.bulbagarden.net/wiki/Type_chart/GenI,Generation I
Bug,Rock,1.0,1,Bulbapedia Generation I type chart,https://bulbapedia.bulbagarden.net/wiki/Type_chart/GenI,Generation I
Bug,Ghost,0.5,1,Bulbapedia Generation I type chart,https://bulbapedia.bulbagarden.net/wiki/Type_chart/GenI,Generation I
Bug,Dragon,1.0,1,Bulbapedia Generation I type chart,https://bulbapedia.bulbagarden.net/wiki/Type_chart/GenI,Generation I
Rock,Normal,1.0,1,Bulbapedia Generation I type chart,https://bulbapedia.bulbagarden.net/wiki/Type_chart/GenI,Generation I
Rock,Fire,2.0,1,Bulbapedia Generation I type chart,https://bulbapedia.bulbagarden.net/wiki/Type_chart/GenI,Generation I
Rock,Water,1.0,1,Bulbapedia Generation I type chart,https://bulbapedia.bulbagarden.net/wiki/Type_chart/GenI,Generation I
Rock,Electric,1.0,1,Bulbapedia Generation I type chart,https://bulbapedia.bulbagarden.net/wiki/Type_chart/GenI,Generation I
Rock,Grass,1.0,1,Bulbapedia Generation I type chart,https://bulbapedia.bulbagarden.net/wiki/Type_chart/GenI,Generation I
Rock,Ice,2.0,1,Bulbapedia Generation I type chart,https://bulbapedia.bulbagarden.net/wiki/Type_chart/GenI,Generation I
Rock,Fighting,0.5,1,Bulbapedia Generation I type chart,https://bulbapedia.bulbagarden.net/wiki/Type_chart/GenI,Generation I
Rock,Poison,1.0,1,Bulbapedia Generation I type chart,https://bulbapedia.bulbagarden.net/wiki/Type_chart/GenI,Generation I
Rock,Ground,0.5,1,Bulbapedia Generation I type chart,https://bulbapedia.bulbagarden.net/wiki/Type_chart/GenI,Generation I
Rock,Flying,2.0,1,Bulbapedia Generation I type chart,https://bulbapedia.bulbagarden.net/wiki/Type_chart/GenI,Generation I
Rock,Psychic,1.0,1,Bulbapedia Generation I type chart,https://bulbapedia.bulbagarden.net/wiki/Type_chart/GenI,Generation I
Rock,Bug,2.0,1,Bulbapedia Generation I type chart,https://bulbapedia.bulbagarden.net/wiki/Type_chart/GenI,Generation I
Rock,Rock,1.0,1,Bulbapedia Generation I type chart,https://bulbapedia.bulbagarden.net/wiki/Type_chart/GenI,Generation I
Rock,Ghost,1.0,1,Bulbapedia Generation I type chart,https://bulbapedia.bulbagarden.net/wiki/Type_chart/GenI,Generation I
Rock,Dragon,1.0,1,Bulbapedia Generation I type chart,https://bulbapedia.bulbagarden.net/wiki/Type_chart/GenI,Generation I
Ghost,Normal,0.0,1,Bulbapedia Generation I type chart,https://bulbapedia.bulbagarden.net/wiki/Type_chart/GenI,Generation I
Ghost,Fire,1.0,1,Bulbapedia Generation I type chart,https://bulbapedia.bulbagarden.net/wiki/Type_chart/GenI,Generation I
Ghost,Water,1.0,1,Bulbapedia Generation I type chart,https://bulbapedia.bulbagarden.net/wiki/Type_chart/GenI,Generation I
Ghost,Electric,1.0,1,Bulbapedia Generation I type chart,https://bulbapedia.bulbagarden.net/wiki/Type_chart/GenI,Generation I
Ghost,Grass,1.0,1,Bulbapedia Generation I type chart,https://bulbapedia.bulbagarden.net/wiki/Type_chart/GenI,Generation I
Ghost,Ice,1.0,1,Bulbapedia Generation I type chart,https://bulbapedia.bulbagarden.net/wiki/Type_chart/GenI,Generation I
Ghost,Fighting,1.0,1,Bulbapedia Generation I type chart,https://bulbapedia.bulbagarden.net/wiki/Type_chart/GenI,Generation I
Ghost,Poison,1.0,1,Bulbapedia Generation I type chart,https://bulbapedia.bulbagarden.net/wiki/Type_chart/GenI,Generation I
Ghost,Ground,1.0,1,Bulbapedia Generation I type chart,https://bulbapedia.bulbagarden.net/wiki/Type_chart/GenI,Generation I
Ghost,Flying,1.0,1,Bulbapedia Generation I type chart,https://bulbapedia.bulbagarden.net/wiki/Type_chart/GenI,Generation I
Ghost,Psychic,0.0,1,Bulbapedia Generation I type chart,https://bulbapedia.bulbagarden.net/wiki/Type_chart/GenI,Generation I
Ghost,Bug,1.0,1,Bulbapedia Generation I type chart,https://bulbapedia.bulbagarden.net/wiki/Type_chart/GenI,Generation I
Ghost,Rock,1.0,1,Bulbapedia Generation I type chart,https://bulbapedia.bulbagarden.net/wiki/Type_chart/GenI,Generation I
Ghost,Ghost,1.0,1,Bulbapedia Generation I type chart,https://bulbapedia.bulbagarden.net/wiki/Type_chart/GenI,Generation I
Ghost,Dragon,1.0,1,Bulbapedia Generation I type chart,https://bulbapedia.bulbagarden.net/wiki/Type_chart/GenI,Generation I
